n,time,c,E,h,u,M,tau,slope,Rep,H_Pex,L_Pex,PP_Pex,Pmax,Pmin,D
400,4.0000,0.000001,0.000000,2.396838,205.505765,492.564009,527.055957,0.034907,0.000000,-0.000000,-0.000000,-0.000000,0.000004,-2.396838,0.000000
410,4.1000,0.000001,0.000000,2.346311,208.077668,488.214990,545.263303,0.034907,0.000000,-0.000000,-0.000000,-0.000000,0.000004,-2.346311,0.000000
420,4.2000,0.024286,0.000000,1.877250,239.510169,449.620367,407.955372,0.034907,0.000000,-0.000000,-0.000000,-0.000000,0.075225,-1.877250,0.000000
430,4.3000,0.074747,-2.728049,1.094852,286.184608,313.329871,682.938107,0.077575,35.337917,0.017126,0.249333,0.001413,0.135030,-1.094852,0.248219
440,4.4000,0.094907,-2.338923,1.062236,283.418106,301.057035,668.314875,0.099027,29.637187,0.015854,0.217634,0.001940,0.166343,-1.062236,0.498859
450,4.5000,0.105687,-2.084382,1.081152,279.549765,302.235917,635.331922,0.110108,26.097259,0.014532,0.189898,0.002211,0.188535,-1.081152,0.720287
460,4.6000,0.112105,-1.898970,1.095012,277.180402,303.515989,617.188818,0.116678,23.605220,0.013163,0.164799,0.002314,0.202547,-1.095012,0.919771
470,4.7000,0.116591,-1.761658,1.111195,274.585137,305.117746,599.162309,0.121215,21.787707,0.012118,0.146425,0.002370,0.213766,-1.111195,1.103080
480,4.8000,0.119773,-1.638453,1.119958,273.055789,305.811133,589.880843,0.124506,20.190949,0.011003,0.128250,0.002354,0.221332,-1.119958,1.273320
490,4.9000,0.122376,-1.552836,1.135102,271.307059,307.961195,577.277732,0.127116,19.079276,0.010344,0.117438,0.002368,0.229201,-1.135102,1.432947
500,5.0000,0.124367,-1.467753,1.140809,269.925530,307.933428,570.819705,0.129173,17.992985,0.009550,0.105334,0.002329,0.234100,-1.140809,1.584120
510,5.1000,0.126015,-1.395510,1.149811,269.017691,309.319418,564.468733,0.130882,17.075160,0.008912,0.095769,0.002296,0.239074,-1.149811,1.727270
520,5.2000,0.127496,-1.342020,1.159355,267.650872,310.302321,556.613610,0.132360,16.392837,0.008482,0.089339,0.002284,0.243892,-1.159355,1.864327
530,5.3000,0.128667,-1.284107,1.162914,266.685481,310.132189,552.751996,0.133587,15.664388,0.007941,0.081705,0.002236,0.246887,-1.162914,1.995728
540,5.4000,0.129687,-1.233294,1.169073,266.043214,311.024069,548.745401,0.134658,15.026927,0.007493,0.075453,0.002196,0.250163,-1.169073,2.121654
550,5.5000,0.130673,-1.197545,1.177319,265.005310,311.995818,542.821640,0.135635,14.574806,0.007220,0.071595,0.002183,0.253843,-1.177319,2.243280
560,5.6000,0.131488,-1.156724,1.180641,264.168226,311.887761,539.518638,0.136484,14.064807,0.006856,0.066723,0.002143,0.256146,-1.180641,2.361132
570,5.7000,0.132190,-1.118829,1.183388,263.541400,311.871826,537.066026,0.137226,13.593033,0.006518,0.062292,0.002102,0.258113,-1.183388,2.474972
580,5.8000,0.132856,-1.087789,1.190100,263.002900,312.999832,533.353330,0.137913,13.205773,0.006274,0.059042,0.002078,0.260885,-1.190100,2.585212
590,5.9000,0.133505,-1.062115,1.195347,262.160818,313.373269,529.362983,0.138558,12.884445,0.006075,0.056440,0.002059,0.263314,-1.195347,2.692802
600,6.0000,0.134035,-1.032014,1.197465,261.546205,313.192390,527.213165,0.139121,12.511631,0.005813,0.053152,0.002022,0.264828,-1.197465,2.797588
610,6.1000,0.134514,-1.004639,1.199802,261.054787,313.214120,525.315809,0.139631,12.173017,0.005581,0.050264,0.001987,0.266294,-1.199802,2.899482
620,6.2000,0.134980,-0.982019,1.205170,260.641163,314.116834,522.565627,0.140113,11.892528,0.005409,0.048104,0.001966,0.268412,-1.205170,2.998750
630,6.3000,0.135450,-0.963612,1.209748,259.940035,314.461849,519.322452,0.140577,11.663268,0.005275,0.046420,0.001951,0.270369,-1.209748,3.096085
640,6.4000,0.135845,-0.941489,1.211701,259.401878,314.317452,517.459296,0.140994,11.390286,0.005092,0.044228,0.001922,0.271596,-1.211701,3.191419
650,6.5000,0.136195,-0.920422,1.213418,258.967620,314.236063,515.960938,0.141369,11.130917,0.004919,0.042175,0.001892,0.272681,-1.213418,3.284536
660,6.6000,0.136526,-0.900583,1.216835,258.672433,314.761732,514.224280,0.141725,10.886821,0.004764,0.040346,0.001866,0.274113,-1.216835,3.375598
670,6.7000,0.136876,-0.886590,1.221277,258.148026,315.270281,511.603672,0.142072,10.713318,0.004668,0.039185,0.001854,0.275820,-1.221277,3.464987
680,6.8000,0.137209,-0.871935,1.224043,257.604633,315.319082,509.478148,0.142406,10.532169,0.004559,0.037912,0.001837,0.277117,-1.224043,3.552982
690,6.9000,0.137484,-0.854668,1.225452,257.191441,315.175894,508.141149,0.142702,10.320308,0.004422,0.036343,0.001811,0.277992,-1.225452,3.639356
700,7.0000,0.137742,-0.839095,1.227031,256.834089,315.143467,506.897875,0.142978,10.129237,0.004300,0.034969,0.001787,0.278872,-1.227031,3.724062
710,7.1000,0.137987,-0.824229,1.230197,256.600005,315.668452,505.446938,0.143243,9.946937,0.004191,0.033727,0.001767,0.280090,-1.230197,3.807201
720,7.2000,0.138250,-0.813322,1.233832,256.142355,316.036632,503.318010,0.143503,9.812318,0.004118,0.032889,0.001756,0.281453,-1.233832,3.889103
730,7.3000,0.138506,-0.802197,1.236229,255.675445,316.073504,501.547887,0.143759,9.675234,0.004039,0.032004,0.001743,0.282522,-1.236229,3.969931
740,7.4000,0.138719,-0.788775,1.237494,255.312911,315.948182,500.394893,0.143988,9.510998,0.003937,0.030884,0.001721,0.283245,-1.237494,4.049517
750,7.5000,0.138915,-0.776227,1.238837,254.999496,315.902707,499.343018,0.144201,9.357563,0.003842,0.029858,0.001701,0.283954,-1.238837,4.127784
760,7.6000,0.139100,-0.763568,1.241012,254.770781,316.173475,498.224677,0.144405,9.202972,0.003750,0.028857,0.001681,0.284832,-1.241012,4.204819
770,7.7000,0.139302,-0.754799,1.244098,254.469812,316.585426,496.717050,0.144607,9.095160,0.003693,0.028228,0.001671,0.285954,-1.244098,4.280764
780,7.8000,0.139507,-0.746522,1.246813,254.037624,316.737482,494.968028,0.144808,8.993275,0.003639,0.027638,0.001661,0.286999,-1.246813,4.355846
790,7.9000,0.139690,-0.736632,1.248232,253.681691,316.653594,493.799319,0.144998,8.872251,0.003569,0.026886,0.001646,0.287703,-1.248232,4.430047
800,8.0000,0.139847,-0.726039,1.249343,253.389103,316.569912,492.873265,0.145170,8.743059,0.003491,0.026074,0.001628,0.288283,-1.249343,4.503202
810,8.1000,0.140000,-0.716475,1.250613,253.122964,316.558946,491.969712,0.145335,8.626360,0.003423,0.025360,0.001612,0.288892,-1.250613,4.575342
820,8.2000,0.140144,-0.706757,1.252892,252.953280,316.923106,490.995285,0.145493,8.507924,0.003356,0.024661,0.001596,0.289716,-1.252892,4.646493
830,8.3000,0.140302,-0.699700,1.255445,252.650056,317.188369,489.662251,0.145651,8.421432,0.003311,0.024189,0.001588,0.290634,-1.255445,4.716847
840,8.4000,0.140464,-0.693120,1.257690,252.275987,317.285007,488.228425,0.145810,8.340657,0.003270,0.023752,0.001579,0.291490,-1.257690,4.786505
850,8.5000,0.140609,-0.685131,1.258917,251.967411,317.206003,487.243763,0.145961,8.243138,0.003215,0.023188,0.001566,0.292074,-1.258917,4.855451
860,8.6000,0.140734,-0.676597,1.259931,251.708767,317.135729,486.435022,0.146098,8.139269,0.003155,0.022582,0.001551,0.292571,-1.259931,4.923555
870,8.7000,0.140856,-0.668779,1.261064,251.471962,317.122321,485.648753,0.146230,8.044079,0.003101,0.022038,0.001537,0.293087,-1.261064,4.990836
880,8.8000,0.140968,-0.660410,1.262828,251.303809,317.353408,484.833496,0.146356,7.942384,0.003044,0.021470,0.001523,0.293731,-1.262828,5.057322
890,8.9000,0.141096,-0.654823,1.265028,251.088834,317.634485,483.841372,0.146484,7.874023,0.003010,0.021122,0.001516,0.294508,-1.265028,5.123109
900,9.0000,0.141223,-0.649221,1.267199,250.756810,317.758721,482.553506,0.146610,7.805508,0.002976,0.020774,0.001508,0.295280,-1.267199,5.188313
910,9.1000,0.141348,-0.643312,1.268570,250.460134,317.726237,481.572492,0.146736,7.733334,0.002938,0.020393,0.001499,0.295861,-1.268570,5.252968
920,9.2000,0.141454,-0.636357,1.269508,250.215399,317.650474,480.826267,0.146851,7.648785,0.002891,0.019932,0.001486,0.296302,-1.269508,5.316971
930,9.3000,0.141553,-0.629633,1.270491,249.996454,317.618213,480.128627,0.146959,7.567085,0.002846,0.019492,0.001474,0.296739,-1.270491,5.380283
940,9.4000,0.141651,-0.623344,1.271571,249.792545,317.628995,479.441636,0.147065,7.490658,0.002804,0.019087,0.001463,0.297197,-1.271571,5.442949
950,9.5000,0.141744,-0.617152,1.273502,249.671834,317.957672,478.724116,0.147167,7.415436,0.002765,0.018706,0.001452,0.297844,-1.273502,5.504945
960,9.6000,0.141844,-0.612229,1.275333,249.432516,318.109457,477.780767,0.147269,7.355427,0.002735,0.018414,0.001445,0.298483,-1.275333,5.566440
970,9.7000,0.141950,-0.607785,1.277148,249.137820,318.185964,476.700733,0.147373,7.301133,0.002709,0.018156,0.001439,0.299131,-1.277148,5.627446
980,9.8000,0.142050,-0.602726,1.278271,248.882710,318.139488,475.895218,0.147474,7.239522,0.002677,0.017849,0.001431,0.299604,-1.278271,5.687995
990,9.9000,0.142136,-0.596981,1.279134,248.667271,318.078682,475.244277,0.147568,7.169802,0.002640,0.017493,0.001420,0.299988,-1.279134,5.747995
1000,10.0000,0.142217,-0.591449,1.280046,248.471367,318.054769,474.626124,0.147657,7.102690,0.002604,0.017155,0.001409,0.300373,-1.280046,5.807427
1010,10.1000,0.142297,-0.586271,1.281021,248.286953,318.060915,474.020321,0.147743,7.039843,0.002571,0.016843,0.001400,0.300772,-1.281021,5.866326
1020,10.2000,0.142372,-0.580817,1.282699,248.176618,318.335922,473.400452,0.147827,6.973746,0.002537,0.016525,0.001390,0.301323,-1.282699,5.924663
1030,10.3000,0.142456,-0.576878,1.284269,247.983070,318.476924,472.649318,0.147911,6.925776,0.002514,0.016306,0.001384,0.301870,-1.284269,5.982578
1040,10.4000,0.142540,-0.572961,1.285956,247.719594,318.556379,471.691392,0.147996,6.878072,0.002492,0.016091,0.001378,0.302445,-1.285956,6.040069
1050,10.5000,0.142626,-0.569018,1.287120,247.479378,318.535762,470.921611,0.148082,6.830054,0.002468,0.015870,0.001372,0.302901,-1.287120,6.097186
1060,10.6000,0.142700,-0.564318,1.287945,247.276608,318.478759,470.317425,0.148161,6.773055,0.002438,0.015597,0.001363,0.303253,-1.287945,6.153867
1070,10.7000,0.142769,-0.559598,1.288769,247.094556,318.447903,469.759473,0.148236,6.715875,0.002409,0.015325,0.001354,0.303593,-1.288769,6.210073
1080,10.8000,0.142836,-0.555168,1.289644,246.923297,318.443195,469.215464,0.148309,6.662184,0.002381,0.015073,0.001346,0.303942,-1.289644,6.265820
1090,10.9000,0.142897,-0.550292,1.290716,246.778523,318.521008,468.672942,0.148379,6.603192,0.002351,0.014798,0.001336,0.304326,-1.290716,6.321122
1100,11.0000,0.142967,-0.547020,1.292314,246.675685,318.782551,468.129873,0.148450,6.563395,0.002333,0.014628,0.001331,0.304852,-1.292314,6.375972
1110,11.1000,0.143033,-0.543191,1.293718,246.462917,318.853538,467.373594,0.148519,6.516954,0.002310,0.014423,0.001325,0.305322,-1.293718,6.430494
1120,11.2000,0.143106,-0.540154,1.295117,246.225883,318.891219,466.566444,0.148590,6.479970,0.002294,0.014268,0.001320,0.305809,-1.295117,6.484664
1130,11.3000,0.143200,-0.540137,1.295033,245.906755,318.457478,465.993959,0.148667,6.479044,0.002295,0.014278,0.001322,0.305991,-1.295033,6.538602
1140,11.4000,0.143507,-0.566642,1.279774,243.949620,312.200352,465.903478,0.148798,6.794544,0.002453,0.015753,0.001377,0.303034,-1.279774,6.593527
1150,11.5000,0.144066,-0.608360,1.211226,235.595817,285.359728,465.263359,0.149007,7.290026,0.002612,0.017578,0.001411,0.287919,-1.211226,6.652416
1160,11.6000,0.144431,-0.594972,1.080843,217.401746,234.977197,459.112551,0.149158,7.126555,0.002255,0.014966,0.001238,0.257578,-1.080843,6.713172
1170,11.7000,0.144393,-0.507562,0.918393,188.962368,173.541656,436.789093,0.149177,6.079829,0.001488,0.008901,0.000897,0.218806,-0.918393,6.769160
1180,11.8000,0.143824,-0.366767,0.774826,155.036677,120.126513,385.025496,0.149021,4.396235,0.000760,0.003635,0.000542,0.183874,-0.774826,6.813407
1190,11.9000,0.143002,-0.236192,0.681748,124.265908,84.718012,314.273106,0.148796,2.833824,0.000353,0.001216,0.000303,0.160861,-0.681748,6.843568
1200,12.0000,0.142329,-0.152365,0.633489,101.482222,64.287841,251.961131,0.148630,1.829506,0.000182,0.000439,0.000180,0.148770,-0.633489,6.862805
1210,12.1000,0.141936,-0.107119,0.610413,85.865395,52.413338,208.467505,0.148553,1.286814,0.000113,0.000200,0.000121,0.142956,-0.610413,6.875653
1220,12.2000,0.141755,-0.083551,0.598995,75.101929,44.985697,180.038167,0.148535,1.003902,0.000082,0.000116,0.000093,0.140102,-0.598995,6.885116
1230,12.3000,0.141703,-0.071031,0.592105,67.377250,39.894378,161.175025,0.148550,0.853523,0.000067,0.000082,0.000078,0.138440,-0.592105,6.892818
1240,12.4000,0.141701,-0.063335,0.586832,61.593804,36.145186,148.091479,0.148574,0.761042,0.000058,0.000064,0.000069,0.137205,-0.586832,6.899529
1250,12.5000,0.141718,-0.058132,0.582193,57.121724,33.255888,138.614210,0.148599,0.698514,0.000052,0.000053,0.000063,0.136137,-0.582193,6.905599
1260,12.6000,0.141744,-0.054428,0.577678,53.566039,30.943935,131.473862,0.148622,0.653987,0.000048,0.000046,0.000058,0.135106,-0.577678,6.911228
1270,12.7000,0.141765,-0.051359,0.573185,50.679393,29.048668,125.905761,0.148643,0.617089,0.000045,0.000041,0.000054,0.134075,-0.573185,6.916522
1280,12.8000,0.141777,-0.048654,0.568853,48.307628,27.479932,121.461730,0.148659,0.584580,0.000042,0.000036,0.000051,0.133073,-0.568853,6.921526
1290,12.9000,0.141789,-0.046476,0.564670,46.336189,26.164637,117.851158,0.148674,0.558402,0.000040,0.000032,0.000049,0.132106,-0.564670,6.926283
1300,13.0000,0.141806,-0.044784,0.560484,44.670853,25.037297,114.851580,0.148689,0.538070,0.000038,0.000030,0.000046,0.131142,-0.560484,6.930847
1310,13.1000,0.141822,-0.043284,0.556261,43.243854,24.054857,112.302073,0.148703,0.520036,0.000036,0.000028,0.000045,0.130168,-0.556261,6.935254
1320,13.2000,0.141830,-0.041816,0.552108,42.012370,23.195379,110.105417,0.148716,0.502398,0.000034,0.000026,0.000043,0.129204,-0.552108,6.939512
1330,13.3000,0.141835,-0.040499,0.548085,40.943522,22.440550,108.198456,0.148726,0.486571,0.000033,0.000024,0.000041,0.128268,-0.548085,6.943629
1340,13.4000,0.141847,-0.039482,0.544100,40.003310,21.765781,106.519250,0.148738,0.474344,0.000032,0.000022,0.000040,0.127345,-0.544100,6.947628
1350,13.5000,0.141864,-0.038712,0.540015,39.159318,21.146608,105.003854,0.148751,0.465079,0.000031,0.000021,0.000039,0.126404,-0.540015,6.951538
1360,13.6000,0.141881,-0.037983,0.535805,38.389116,20.569065,103.604767,0.148765,0.456316,0.000030,0.000020,0.000038,0.125434,-0.535805,6.955376
1370,13.7000,0.141891,-0.037157,0.531566,37.682186,20.030573,102.301338,0.148777,0.446387,0.000029,0.000019,0.000037,0.124451,-0.531566,6.959135
1380,13.8000,0.141896,-0.036279,0.527403,37.033227,19.531433,101.088876,0.148787,0.435834,0.000028,0.000018,0.000035,0.123480,-0.527403,6.962809
1390,13.9000,0.141901,-0.035498,0.523318,36.434160,19.066645,99.959025,0.148796,0.426450,0.000027,0.000017,0.000034,0.122528,-0.523318,6.966399
1400,14.0000,0.141912,-0.034905,0.519215,35.872088,18.625331,98.890565,0.148807,0.419322,0.000027,0.000017,0.000034,0.121577,-0.519215,6.969919
1410,14.1000,0.141929,-0.034449,0.514994,35.333715,18.196668,97.856683,0.148819,0.413833,0.000026,0.000016,0.000033,0.120603,-0.514994,6.973387
1420,14.2000,0.141946,-0.033987,0.510639,34.811100,17.775921,96.839155,0.148832,0.408275,0.000025,0.000015,0.000032,0.119597,-0.510639,6.976811
1430,14.3000,0.141956,-0.033403,0.506230,34.303597,17.365504,95.836079,0.148844,0.401262,0.000025,0.000015,0.000031,0.118573,-0.506230,6.980183
1440,14.4000,0.141959,-0.032690,0.501880,33.814882,16.971002,94.857637,0.148853,0.392691,0.000024,0.000014,0.000030,0.117557,-0.501880,6.983490
1450,14.5000,0.141958,-0.031937,0.497658,33.347815,16.595808,93.914527,0.148861,0.383647,0.000023,0.000013,0.000029,0.116567,-0.497658,6.986723
1460,14.6000,0.141959,-0.031260,0.493551,32.900921,16.238270,93.008111,0.148870,0.375509,0.000022,0.000013,0.000029,0.115605,-0.493551,6.989884
1470,14.7000,0.141965,-0.030719,0.489481,32.468507,15.892701,92.128537,0.148879,0.369015,0.000022,0.000012,0.000028,0.114657,-0.489481,6.992983
1480,14.8000,0.141977,-0.030293,0.485365,32.043670,15.552891,91.260676,0.148890,0.363888,0.000021,0.000012,0.000027,0.113703,-0.485365,6.996034
1490,14.9000,0.141991,-0.029897,0.481170,31.621842,15.215477,90.392833,0.148901,0.359131,0.000021,0.000011,0.000027,0.112731,-0.481170,6.999044
1500,15.0000,0.142002,-0.029444,0.476923,31.202696,14.881284,89.522583,0.148912,0.353679,0.000020,0.000011,0.000026,0.111745,-0.476923,7.002013
1510,15.1000,0.142007,-0.028885,0.472701,30.789671,14.554294,88.657018,0.148922,0.346960,0.000020,0.000010,0.000025,0.110759,-0.472701,7.004932
1520,15.2000,0.142006,-0.028232,0.468585,30.387735,14.239224,87.808225,0.148930,0.339116,0.000019,0.000010,0.000025,0.109794,-0.468585,7.007790
1530,15.3000,0.142002,-0.027544,0.464626,30.000726,13.939117,86.986918,0.148938,0.330857,0.000018,0.000009,0.000024,0.108863,-0.464626,7.010581
1540,15.4000,0.141998,-0.026895,0.460825,29.629545,13.654037,86.197464,0.148945,0.323067,0.000018,0.000009,0.000023,0.107970,-0.460825,7.013304
