c	Rep	h	H_Pex	L_Pex	PP_Pex	Pmax	Pmin
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000002	0.000000	0.836926	-0.000000	-0.000000	-0.000000	0.000003	-0.655396
0.000002	0.000000	1.231047	-0.000000	-0.000000	-0.000000	0.000004	-0.964032
0.000002	0.000000	1.329000	-0.000000	-0.000000	-0.000000	0.000004	-1.040738
0.000002	0.000000	1.359064	-0.000000	-0.000000	-0.000000	0.000004	-1.064281
0.000002	0.000000	1.369208	-0.000000	-0.000000	-0.000000	0.000004	-1.072225
0.000002	0.000000	1.372420	-0.000000	-0.000000	-0.000000	0.000004	-1.074740
0.000002	0.000000	1.373357	-0.000000	-0.000000	-0.000000	0.000004	-1.075474
0.000002	0.000000	1.368769	-0.000000	-0.000000	-0.000000	0.000004	-1.071881
0.003925	0.000000	1.257335	-0.000000	-0.000000	-0.000000	0.008148	-0.984617
0.042699	19.588693	0.950181	0.000336	0.003300	0.000026	0.067009	-0.744362
0.077348	25.509207	0.887492	0.000985	0.012013	0.000111	0.113623	-0.696760
0.102778	25.309336	0.906381	0.001390	0.017756	0.000211	0.154544	-0.713211
0.118324	22.844106	0.935700	0.001416	0.017632	0.000270	0.183986	-0.737528
0.127140	21.235630	0.960269	0.001394	0.016967	0.000304	0.203094	-0.757676
0.133017	19.634858	0.983173	0.001312	0.015478	0.000320	0.217713	-0.776326
0.137321	18.326401	1.000610	0.001229	0.014076	0.000327	0.228872	-0.790541
0.140622	17.375079	1.016969	0.001171	0.013108	0.000333	0.238310	-0.803818
0.143171	16.361356	1.030734	0.001091	0.011876	0.000332	0.246003	-0.814992
0.145391	15.685994	1.043193	0.001046	0.011165	0.000334	0.252915	-0.825095
0.147109	14.929607	1.053987	0.000983	0.010245	0.000330	0.258617	-0.833845
0.148694	14.412718	1.064525	0.000946	0.009701	0.000330	0.264075	-0.842371
0.149980	13.811213	1.072518	0.000895	0.008978	0.000325	0.268412	-0.848861
0.151161	13.383681	1.082401	0.000864	0.008532	0.000324	0.273066	-0.856832
0.152192	12.952214	1.088494	0.000828	0.008043	0.000320	0.276519	-0.861789
0.153059	12.511897	1.096715	0.000791	0.007551	0.000316	0.280234	-0.868417
0.153942	12.218631	1.103214	0.000770	0.007260	0.000315	0.283556	-0.873676
0.154650	11.840577	1.108240	0.000737	0.006835	0.000310	0.286191	-0.877756
0.155322	11.543921	1.115671	0.000714	0.006537	0.000307	0.289392	-0.883735
0.155980	11.298395	1.120199	0.000695	0.006291	0.000305	0.291827	-0.887410
0.156510	10.983543	1.124621	0.000668	0.005953	0.000300	0.294000	-0.890991
0.157044	10.757920	1.131063	0.000652	0.005741	0.000298	0.296719	-0.896171
0.157565	10.559185	1.134698	0.000636	0.005549	0.000296	0.298683	-0.899122
0.157984	10.300893	1.138260	0.000614	0.005283	0.000291	0.300439	-0.902009
0.158400	10.098633	1.143937	0.000599	0.005096	0.000289	0.302754	-0.906570
0.158840	9.950587	1.147353	0.000588	0.004965	0.000287	0.304522	-0.909337
0.159189	9.740418	1.150023	0.000570	0.004757	0.000284	0.305919	-0.911508
0.159507	9.538725	1.154589	0.000554	0.004569	0.000280	0.307764	-0.915178
0.159885	9.429474	1.158557	0.000547	0.004484	0.000279	0.309571	-0.918375
0.160193	9.266523	1.160619	0.000534	0.004331	0.000276	0.310736	-0.920057
0.160457	9.083586	1.163546	0.000519	0.004161	0.000273	0.312047	-0.922421
0.160741	8.954343	1.168035	0.000509	0.004055	0.000271	0.313819	-0.926023
0.161044	8.856198	1.170401	0.000502	0.003975	0.000270	0.315063	-0.927941
0.161278	8.705487	1.172200	0.000490	0.003838	0.000267	0.316019	-0.929406
0.161490	8.551353	1.175230	0.000478	0.003704	0.000263	0.317264	-0.931845
0.161743	8.463115	1.179074	0.000472	0.003639	0.000262	0.318813	-0.934930
0.161987	8.370602	1.180737	0.000465	0.003564	0.000261	0.319757	-0.936285
0.162177	8.239253	1.182340	0.000455	0.003450	0.000258	0.320578	-0.937588
0.162353	8.107770	1.185102	0.000444	0.003340	0.000255	0.321686	-0.939810
0.162569	8.035072	1.188554	0.000440	0.003290	0.000254	0.323062	-0.942579
0.162778	7.958661	1.189959	0.000434	0.003231	0.000253	0.323872	-0.943724
0.162938	7.844621	1.191278	0.000425	0.003136	0.000250	0.324559	-0.944798
0.163088	7.730861	1.193493	0.000417	0.003044	0.000248	0.325472	-0.946582
0.163260	7.655393	1.196782	0.000412	0.002991	0.000246	0.326722	-0.949218
0.163453	7.602888	1.198309	0.000408	0.002955	0.000246	0.327535	-0.950457
0.163594	7.505575	1.199279	0.000400	0.002877	0.000243	0.328090	-0.951250
0.163726	7.408185	1.200886	0.000393	0.002801	0.000241	0.328803	-0.952549
0.163854	7.319093	1.203697	0.000387	0.002736	0.000239	0.329839	-0.954802
0.164029	7.282831	1.205891	0.000385	0.002715	0.000239	0.330802	-0.956567
0.164167	7.211637	1.206623	0.000379	0.002661	0.000237	0.331289	-0.957170
0.164281	7.124036	1.207725	0.000373	0.002594	0.000235	0.331828	-0.958064
0.164390	7.038364	1.209540	0.000366	0.002531	0.000233	0.332556	-0.959525
0.164516	6.980195	1.212292	0.000363	0.002494	0.000232	0.333574	-0.961728
0.164667	6.947204	1.213557	0.000361	0.002474	0.000232	0.334237	-0.962754
0.164773	6.873589	1.214156	0.000355	0.002419	0.000230	0.334623	-0.963248
0.164871	6.798416	1.215274	0.000350	0.002365	0.000228	0.335138	-0.964153
0.164964	6.722845	1.217123	0.000344	0.002312	0.000226	0.335842	-0.965638
0.165082	6.681421	1.219579	0.000342	0.002287	0.000225	0.336766	-0.967605
0.165211	6.649493	1.220455	0.000340	0.002268	0.000225	0.337279	-0.968319
0.165300	6.581693	1.220978	0.000335	0.002219	0.000223	0.337610	-0.968750
0.165385	6.515875	1.222004	0.000330	0.002174	0.000221	0.338075	-0.969580
0.165466	6.449100	1.223661	0.000325	0.002129	0.000219	0.338704	-0.970911
0.165567	6.410824	1.225953	0.000323	0.002107	0.000219	0.339552	-0.972746
0.165685	6.386435	1.226793	0.000321	0.002093	0.000218	0.340032	-0.973429
0.165763	6.327028	1.227177	0.000317	0.002052	0.000217	0.340304	-0.973748
0.165838	6.267491	1.228042	0.000313	0.002012	0.000215	0.340702	-0.974449
0.165911	6.209551	1.229356	0.000309	0.001974	0.000214	0.341222	-0.975506
0.165989	6.164126	1.231503	0.000306	0.001947	0.000213	0.341984	-0.977223
0.166100	6.149474	1.232657	0.000305	0.001941	0.000213	0.342538	-0.978154
0.166177	6.102992	1.232893	0.000302	0.001910	0.000211	0.342767	-0.978355
0.166240	6.047108	1.233525	0.000298	0.001873	0.000210	0.343078	-0.978870
0.166308	5.997601	1.234512	0.000294	0.001842	0.000208	0.343497	-0.979666
0.166368	5.945206	1.236192	0.000291	0.001810	0.000207	0.344093	-0.981011
0.166459	5.926879	1.237936	0.000290	0.001802	0.000207	0.344772	-0.982409
0.166546	5.902474	1.238299	0.000288	0.001787	0.000206	0.345058	-0.982710
0.166603	5.851804	1.238601	0.000285	0.001755	0.000205	0.345264	-0.982961
0.166662	5.804946	1.239339	0.000282	0.001726	0.000203	0.345595	-0.983558
0.166720	5.759776	1.240384	0.000278	0.001698	0.000202	0.346012	-0.984399
0.166777	5.718744	1.242184	0.000276	0.001675	0.000201	0.346636	-0.985839
0.166866	5.709894	1.243382	0.000276	0.001672	0.000201	0.347161	-0.986802
0.166934	5.678553	1.243501	0.000274	0.001653	0.000200	0.347339	-0.986907
0.166982	5.631696	1.243871	0.000270	0.001624	0.000199	0.347547	-0.987212
0.167036	5.591281	1.244601	0.000267	0.001600	0.000198	0.347865	-0.987801
0.167086	5.549888	1.245632	0.000265	0.001576	0.000197	0.348263	-0.988629
0.167140	5.516161	1.247355	0.000263	0.001558	0.000196	0.348859	-0.990007
0.167222	5.509902	1.248310	0.000263	0.001557	0.000196	0.349302	-0.990777
0.167280	5.479322	1.248352	0.000260	0.001539	0.000195	0.349439	-0.990820
0.167323	5.436639	1.248697	0.000257	0.001513	0.000194	0.349627	-0.991103
0.167370	5.400444	1.249369	0.000255	0.001492	0.000193	0.349919	-0.991645
0.167417	5.363743	1.250278	0.000253	0.001472	0.000192	0.350273	-0.992377
0.167462	5.330496	1.251857	0.000251	0.001454	0.000191	0.350813	-0.993639
0.167536	5.325647	1.252880	0.000251	0.001453	0.000191	0.351260	-0.994461
0.167592	5.301630	1.252899	0.000249	0.001440	0.000190	0.351386	-0.994485
0.167630	5.262319	1.253130	0.000246	0.001417	0.000189	0.351532	-0.994677
0.167672	5.228492	1.253712	0.000244	0.001398	0.000188	0.351787	-0.995148
0.167716	5.197089	1.254455	0.000242	0.001381	0.000187	0.352090	-0.995746
0.167752	5.161813	1.255754	0.000240	0.001362	0.000186	0.352534	-0.996785
0.167813	5.152825	1.257062	0.000240	0.001359	0.000186	0.353034	-0.997832
0.167875	5.140833	1.257217	0.000239	0.001353	0.000186	0.353209	-0.997964
0.167910	5.106177	1.257260	0.000236	0.001334	0.000185	0.353299	-0.998006
0.167946	5.072852	1.257701	0.000234	0.001316	0.000184	0.353500	-0.998364
0.167986	5.045005	1.258318	0.000232	0.001301	0.000183	0.353761	-0.998861
0.168021	5.013323	1.259195	0.000230	0.001284	0.000182	0.354084	-0.999565
0.168061	4.990121	1.260632	0.000229	0.001273	0.000182	0.354576	-1.000713
0.168125	4.988561	1.261316	0.000229	0.001274	0.000182	0.354906	-1.001265
0.168168	4.965940	1.261229	0.000228	0.001261	0.000181	0.354974	-1.001203
0.168197	4.932593	1.261422	0.000226	0.001243	0.000180	0.355093	-1.001363
0.168232	4.904751	1.261920	0.000224	0.001229	0.000179	0.355308	-1.001766
0.168268	4.879782	1.262522	0.000222	0.001216	0.000178	0.355558	-1.002250
0.168297	4.849383	1.263509	0.000220	0.001201	0.000177	0.355900	-1.003041
0.168341	4.836100	1.264825	0.000220	0.001195	0.000177	0.356366	-1.004093
0.168399	4.833297	1.265153	0.000220	0.001195	0.000177	0.356583	-1.004361
0.168432	4.807650	1.265045	0.000218	0.001181	0.000176	0.356625	-1.004282
0.168459	4.777524	1.265297	0.000216	0.001165	0.000175	0.356755	-1.004488
0.168491	4.753143	1.265785	0.000214	0.001153	0.000175	0.356963	-1.004882
0.168524	4.730336	1.266353	0.000213	0.001142	0.000174	0.357196	-1.005339
0.168550	4.702215	1.267323	0.000211	0.001128	0.000173	0.357527	-1.006116
0.168592	4.692009	1.268540	0.000211	0.001124	0.000173	0.357961	-1.007089
0.168645	4.689910	1.268771	0.000211	0.001124	0.000173	0.358142	-1.007279
0.168686	4.676817	1.268331	0.000210	0.001117	0.000173	0.358106	-1.006936
0.168838	4.765289	1.263997	0.000215	0.001162	0.000176	0.357208	-1.003505
0.169352	5.134808	1.237809	0.000237	0.001350	0.000187	0.350881	-0.982736
0.169989	5.429118	1.169130	0.000246	0.001452	0.000188	0.332667	-0.928232
0.170116	5.075196	1.071423	0.000203	0.001147	0.000162	0.305092	-0.850656
0.169685	4.226577	0.976395	0.000140	0.000695	0.000122	0.277321	-0.775188
0.169010	3.315100	0.901994	0.000090	0.000375	0.000087	0.255162	-0.716097
0.168337	2.575070	0.850479	0.000059	0.000203	0.000063	0.239625	-0.675181
0.167793	2.054611	0.817055	0.000042	0.000120	0.000048	0.229459	-0.648634
0.167423	1.721897	0.795457	0.000032	0.000080	0.000039	0.222899	-0.631481
0.167203	1.518780	0.780555	0.000027	0.000060	0.000034	0.218435	-0.619648
0.167076	1.391034	0.769267	0.000024	0.000049	0.000030	0.215112	-0.610686
0.167008	1.309393	0.759894	0.000022	0.000042	0.000028	0.212405	-0.603245
0.166993	1.261899	0.751063	0.000021	0.000039	0.000027	0.209918	-0.596236
0.167010	1.232505	0.741773	0.000020	0.000037	0.000026	0.207342	-0.588862
0.167020	1.202578	0.731902	0.000019	0.000034	0.000025	0.204596	-0.581027
0.167009	1.166763	0.721870	0.000018	0.000032	0.000024	0.201778	-0.573064
0.166994	1.131745	0.711855	0.000017	0.000029	0.000023	0.198961	-0.565114
0.166987	1.101149	0.701678	0.000016	0.000027	0.000022	0.196109	-0.557035
0.166979	1.070388	0.691274	0.000016	0.000025	0.000021	0.193192	-0.548775
0.166956	1.034748	0.680904	0.000015	0.000023	0.000020	0.190268	-0.540543
