c	Rep	h	H_Pex	L_Pex	PP_Pex	Pmax	Pmin
0.000002	0.000000	1.254296	-0.000000	-0.000000	-0.000000	0.000004	-0.982237
0.000002	0.000000	1.254738	-0.000000	-0.000000	-0.000000	0.000004	-0.982584
0.000002	0.000000	1.254932	-0.000000	-0.000000	-0.000000	0.000004	-0.982736
0.000002	0.000000	1.255022	-0.000000	-0.000000	-0.000000	0.000004	-0.982807
0.000002	0.000000	1.254925	-0.000000	-0.000000	-0.000000	0.000004	-0.982731
0.000002	0.000000	1.253714	-0.000000	-0.000000	-0.000000	0.000004	-0.981782
0.000002	0.000000	1.242244	-0.000000	-0.000000	-0.000000	0.000004	-0.972800
0.002007	0.000000	1.097053	-0.000000	-0.000000	-0.000000	0.003636	-0.859101
0.034318	5.963313	0.750486	0.000230	0.001053	0.000032	0.042529	-0.587795
0.056025	8.925144	0.705181	0.000695	0.004363	0.000124	0.065313	-0.552950
0.075474	9.772574	0.709749	0.001134	0.007861	0.000259	0.088683	-0.557334
0.089659	9.306274	0.725663	0.001305	0.009047	0.000367	0.107853	-0.570567
0.098670	8.635502	0.737795	0.001313	0.008861	0.000428	0.120788	-0.580639
0.104909	8.077378	0.748044	0.001284	0.008425	0.000466	0.130297	-0.589103
0.109603	7.661125	0.760479	0.001263	0.008096	0.000496	0.138464	-0.599210
0.113127	7.203617	0.768438	0.001201	0.007459	0.000506	0.144471	-0.605732
0.115970	6.851748	0.775184	0.001153	0.006975	0.000514	0.149452	-0.611257
0.118378	6.577244	0.784011	0.001120	0.006637	0.000523	0.154337	-0.618397
0.120384	6.291079	0.790414	0.001075	0.006212	0.000524	0.158273	-0.623602
0.122046	6.026236	0.795572	0.001029	0.005799	0.000521	0.161540	-0.627804
0.123511	5.814034	0.800233	0.000993	0.005483	0.000520	0.164467	-0.631599
0.124842	5.642977	0.806620	0.000968	0.005257	0.000521	0.167595	-0.636748
0.126014	5.460836	0.811346	0.000937	0.004987	0.000518	0.170185	-0.640574
0.127021	5.281410	0.815331	0.000903	0.004710	0.000513	0.172410	-0.643806
0.127926	5.129069	0.818854	0.000875	0.004482	0.000509	0.174409	-0.646665
0.128760	4.991139	0.822720	0.000850	0.004283	0.000505	0.176395	-0.649790
0.129566	4.890183	0.827192	0.000835	0.004156	0.000505	0.178482	-0.653389
0.130275	4.763616	0.830636	0.000812	0.003972	0.000500	0.180224	-0.656172
0.130909	4.643621	0.833697	0.000789	0.003797	0.000495	0.181783	-0.658647
0.131489	4.537306	0.836423	0.000769	0.003645	0.000490	0.183201	-0.660852
0.132037	4.441017	0.839071	0.000751	0.003510	0.000486	0.184560	-0.662994
0.132572	4.365755	0.842778	0.000739	0.003417	0.000484	0.186139	-0.665971
0.133069	4.281816	0.845538	0.000723	0.003305	0.000480	0.187462	-0.668196
0.133521	4.194631	0.848180	0.000707	0.003185	0.000476	0.188699	-0.670326
0.133935	4.113031	0.850512	0.000691	0.003074	0.000471	0.189814	-0.672208
0.134323	4.039099	0.852631	0.000677	0.002975	0.000467	0.190848	-0.673918
0.134693	3.969189	0.854743	0.000664	0.002883	0.000463	0.191858	-0.675623
0.135062	3.916166	0.857693	0.000656	0.002821	0.000461	0.193058	-0.677988
0.135411	3.855685	0.859839	0.000645	0.002745	0.000458	0.194049	-0.679717
0.135734	3.792516	0.862051	0.000633	0.002664	0.000454	0.195023	-0.681496
0.136035	3.732065	0.864030	0.000621	0.002587	0.000450	0.195911	-0.683089
0.136315	3.675233	0.865813	0.000611	0.002516	0.000447	0.196728	-0.684526
0.136585	3.623189	0.867475	0.000601	0.002451	0.000443	0.197503	-0.685866
0.136840	3.569475	0.869500	0.000591	0.002385	0.000440	0.198341	-0.687493
0.137110	3.536137	0.871616	0.000586	0.002350	0.000439	0.199224	-0.689190
0.137355	3.487673	0.873359	0.000577	0.002291	0.000435	0.199986	-0.690593
0.137591	3.441472	0.875196	0.000568	0.002236	0.000432	0.200757	-0.692068
0.137811	3.396506	0.876838	0.000560	0.002183	0.000429	0.201461	-0.693388
0.138017	3.353369	0.878327	0.000552	0.002132	0.000426	0.202111	-0.694586
0.138216	3.313038	0.879718	0.000544	0.002084	0.000423	0.202729	-0.695705
0.138407	3.272570	0.881148	0.000536	0.002037	0.000419	0.203345	-0.696856
0.138604	3.243240	0.883163	0.000532	0.002007	0.000418	0.204105	-0.698468
0.138793	3.209319	0.884471	0.000526	0.001969	0.000416	0.204691	-0.699521
0.138972	3.172846	0.886043	0.000519	0.001928	0.000413	0.205326	-0.700782
0.139146	3.138403	0.887535	0.000513	0.001890	0.000410	0.205933	-0.701979
0.139308	3.104309	0.888871	0.000506	0.001852	0.000408	0.206489	-0.703053
0.139463	3.071395	0.890103	0.000500	0.001815	0.000405	0.207009	-0.704043
0.139613	3.040277	0.891264	0.000495	0.001781	0.000402	0.207506	-0.704976
0.139757	3.008480	0.892463	0.000489	0.001746	0.000400	0.208004	-0.705940
0.139905	2.985378	0.894186	0.000485	0.001723	0.000398	0.208632	-0.707318
0.140051	2.959611	0.895211	0.000480	0.001696	0.000396	0.209092	-0.708142
0.140188	2.930437	0.896528	0.000475	0.001665	0.000394	0.209610	-0.709198
0.140324	2.903788	0.897840	0.000470	0.001638	0.000392	0.210124	-0.710250
0.140453	2.877115	0.899019	0.000465	0.001610	0.000389	0.210597	-0.711196
0.140575	2.850806	0.900101	0.000461	0.001582	0.000387	0.211037	-0.712065
0.140692	2.825449	0.901118	0.000456	0.001556	0.000385	0.211456	-0.712882
0.140807	2.801339	0.902087	0.000452	0.001531	0.000383	0.211859	-0.713660
0.140914	2.774213	0.903282	0.000447	0.001503	0.000380	0.212305	-0.714617
0.141037	2.760743	0.904583	0.000445	0.001491	0.000380	0.212799	-0.715658
0.141144	2.736942	0.905420	0.000440	0.001467	0.000377	0.213162	-0.716332
0.141252	2.714274	0.906579	0.000436	0.001444	0.000375	0.213601	-0.717260
0.141359	2.693359	0.907704	0.000433	0.001424	0.000374	0.214032	-0.718161
0.141461	2.672230	0.908719	0.000429	0.001403	0.000372	0.214429	-0.718975
0.141558	2.651195	0.909657	0.000425	0.001383	0.000370	0.214800	-0.719727
0.141651	2.630697	0.910540	0.000421	0.001362	0.000368	0.215153	-0.720436
0.141742	2.610988	0.911383	0.000418	0.001343	0.000366	0.215493	-0.721113
0.141830	2.590574	0.912245	0.000414	0.001323	0.000364	0.215834	-0.721804
0.141919	2.574213	0.913567	0.000411	0.001308	0.000363	0.216286	-0.722859
0.142013	2.560076	0.914228	0.000409	0.001295	0.000362	0.216587	-0.723392
0.142096	2.539608	0.915112	0.000405	0.001276	0.000360	0.216926	-0.724100
0.142183	2.522515	0.916134	0.000402	0.001260	0.000358	0.217304	-0.724918
0.142267	2.505722	0.917073	0.000399	0.001244	0.000357	0.217659	-0.725670
0.142348	2.488666	0.917931	0.000396	0.001229	0.000355	0.217988	-0.726358
0.142425	2.471689	0.918733	0.000393	0.001213	0.000353	0.218299	-0.727001
0.142499	2.455079	0.919495	0.000390	0.001197	0.000352	0.218597	-0.727611
0.142572	2.439006	0.920225	0.000387	0.001182	0.000350	0.218885	-0.728197
0.142643	2.422427	0.920962	0.000384	0.001167	0.000348	0.219172	-0.728788
0.142713	2.407757	0.922132	0.000382	0.001154	0.000347	0.219560	-0.729721
0.142791	2.397936	0.922700	0.000380	0.001146	0.000346	0.219817	-0.730178
0.142857	2.380260	0.923396	0.000377	0.001130	0.000344	0.220086	-0.730736
0.142927	2.365971	0.924293	0.000375	0.001117	0.000343	0.220411	-0.731454
0.142996	2.352394	0.925138	0.000372	0.001105	0.000342	0.220722	-0.732130
0.143063	2.338530	0.925909	0.000370	0.001093	0.000340	0.221011	-0.732748
0.143127	2.324559	0.926629	0.000367	0.001081	0.000339	0.221284	-0.733324
0.143189	2.310723	0.927311	0.000365	0.001068	0.000338	0.221545	-0.733871
0.143250	2.297186	0.927964	0.000363	0.001057	0.000336	0.221796	-0.734394
0.143309	2.284045	0.928594	0.000360	0.001045	0.000335	0.222041	-0.734899
0.143364	2.268943	0.929309	0.000357	0.001032	0.000333	0.222299	-0.735471
0.143426	2.260439	0.930319	0.000356	0.001025	0.000333	0.222639	-0.736277
0.143486	2.249858	0.930705	0.000354	0.001016	0.000331	0.222827	-0.736589
0.143539	2.235161	0.931354	0.000352	0.001003	0.000330	0.223067	-0.737109
0.143597	2.223537	0.932145	0.000350	0.000994	0.000329	0.223348	-0.737741
0.143655	2.212355	0.932885	0.000348	0.000984	0.000328	0.223616	-0.738332
0.143710	2.200909	0.933563	0.000346	0.000975	0.000326	0.223867	-0.738876
0.143763	2.189331	0.934200	0.000344	0.000965	0.000325	0.224104	-0.739385
0.143815	2.177801	0.934805	0.000342	0.000956	0.000324	0.224331	-0.739870
0.143865	2.166445	0.935385	0.000340	0.000946	0.000323	0.224550	-0.740334
0.143914	2.155346	0.935945	0.000338	0.000937	0.000322	0.224763	-0.740783
0.143962	2.144142	0.936498	0.000336	0.000927	0.000320	0.224973	-0.741226
0.144006	2.131550	0.937391	0.000334	0.000917	0.000319	0.225258	-0.741939
0.144063	2.127720	0.937918	0.000333	0.000915	0.000319	0.225475	-0.742361
0.144106	2.114656	0.938295	0.000331	0.000904	0.000317	0.225635	-0.742664
0.144152	2.103648	0.938962	0.000329	0.000895	0.000316	0.225869	-0.743198
0.144200	2.094291	0.939650	0.000327	0.000887	0.000315	0.226111	-0.743747
0.144247	2.084893	0.940282	0.000326	0.000880	0.000314	0.226340	-0.744253
0.144293	2.075277	0.940869	0.000324	0.000872	0.000313	0.226554	-0.744723
0.144337	2.065574	0.941425	0.000323	0.000864	0.000312	0.226759	-0.745167
0.144380	2.055906	0.941957	0.000321	0.000857	0.000311	0.226956	-0.745593
0.144422	2.046358	0.942468	0.000319	0.000849	0.000310	0.227146	-0.746003
0.144463	2.036989	0.942963	0.000318	0.000842	0.000309	0.227332	-0.746399
0.144503	2.027637	0.943449	0.000316	0.000834	0.000308	0.227513	-0.746788
0.144539	2.016041	0.944209	0.000314	0.000825	0.000307	0.227755	-0.747394
0.144588	2.013693	0.944767	0.000314	0.000824	0.000307	0.227967	-0.747841
0.144624	2.002988	0.945021	0.000312	0.000815	0.000305	0.228088	-0.748046
0.144662	1.992882	0.945577	0.000310	0.000807	0.000304	0.228282	-0.748490
0.144702	1.984846	0.946195	0.000309	0.000801	0.000303	0.228496	-0.748984
0.144742	1.977022	0.946770	0.000307	0.000795	0.000302	0.228700	-0.749444
0.144787	1.972994	0.947137	0.000307	0.000793	0.000302	0.228860	-0.749739
0.144945	2.048457	0.942428	0.000321	0.000856	0.000313	0.227974	-0.746018
0.145530	2.363685	0.901545	0.000373	0.001120	0.000349	0.218970	-0.713674
0.146030	2.429114	0.797984	0.000344	0.001057	0.000320	0.194486	-0.631706
0.145809	1.928575	0.679333	0.000216	0.000548	0.000215	0.165316	-0.537771
0.145203	1.310726	0.591363	0.000115	0.000209	0.000126	0.143306	-0.468119
0.144566	0.852418	0.539906	0.000062	0.000077	0.000074	0.130260	-0.427376
0.144078	0.579383	0.514205	0.000038	0.000033	0.000048	0.123638	-0.407026
0.143827	0.446344	0.501974	0.000028	0.000019	0.000036	0.120486	-0.397341
0.143754	0.389641	0.494572	0.000024	0.000014	0.000031	0.118649	-0.391483
0.143722	0.355786	0.488887	0.000021	0.000011	0.000028	0.117259	-0.386983
0.143683	0.329500	0.484742	0.000019	0.000010	0.000025	0.116234	-0.383703
0.143689	0.319478	0.481288	0.000019	0.000009	0.000024	0.115411	-0.380970
0.143751	0.323479	0.476822	0.000019	0.000009	0.000025	0.114389	-0.377435
0.143807	0.325511	0.470846	0.000019	0.000009	0.000024	0.113000	-0.372706
0.143817	0.317712	0.464268	0.000018	0.000009	0.000023	0.111430	-0.367500
0.143799	0.304855	0.457994	0.000017	0.000008	0.000022	0.109910	-0.362534
0.143790	0.295396	0.452049	0.000016	0.000007	0.000021	0.108477	-0.357828
0.143810	0.291729	0.445803	0.000016	0.000007	0.000021	0.106993	-0.352884
