n,time,c,E,h,u,M,tau,slope,Rep,H_Pex,L_Pex,PP_Pex,Pmax,Pmin,D
390,3.9000,0.000002,0.000000,2.111396,171.715979,362.560498,596.408704,0.261799,0.000000,-0.000000,-0.000000,-0.000000,0.000007,-2.111396,0.000000
400,4.0000,0.000002,0.000000,2.163213,172.079825,372.245396,589.690083,0.261799,0.000000,-0.000000,-0.000000,-0.000000,0.000007,-2.163213,0.000000
410,4.1000,0.000002,0.000000,2.190449,172.285248,377.382110,586.542318,0.261799,0.000000,-0.000000,-0.000000,-0.000000,0.000007,-2.190449,0.000000
420,4.2000,0.000002,0.000000,2.204359,172.361721,379.947106,584.835673,0.261799,0.000000,-0.000000,-0.000000,-0.000000,0.000007,-2.204359,0.000000
430,4.3000,0.000002,0.000000,2.212095,172.429786,381.431066,584.037863,0.261799,0.000000,-0.000000,-0.000000,-0.000000,0.000007,-2.212095,0.000000
440,4.4000,0.000002,0.000000,2.215545,172.428399,382.022933,583.490033,0.261799,0.000000,-0.000000,-0.000000,-0.000000,0.000007,-2.215545,0.000000
450,4.5000,0.000002,0.000000,2.217797,172.472765,382.509581,583.574235,0.261799,0.000000,-0.000000,-0.000000,-0.000000,0.000007,-2.217797,0.000000
460,4.6000,0.000002,0.000000,2.218143,172.553108,382.747407,583.952306,0.261799,0.000000,-0.000000,-0.000000,-0.000000,0.000007,-2.218143,0.000000
470,4.7000,0.000002,0.000000,2.212184,172.748959,382.152421,586.523214,0.261799,0.000000,-0.000000,-0.000000,-0.000000,0.000006,-2.212184,0.000000
480,4.8000,0.000002,0.000000,2.182042,173.898351,379.453579,598.121703,0.261799,0.000000,-0.000000,-0.000000,-0.000000,0.000007,-2.182042,0.000000
490,4.9000,0.010351,0.000000,2.045328,178.753403,365.609275,430.254216,0.261799,0.000000,-0.000000,-0.000000,-0.000000,0.034931,-2.045328,0.000000
500,5.0000,0.202309,0.000000,1.942152,179.018641,347.681325,674.547625,0.261799,0.000000,-0.000000,-0.000000,-0.000000,0.648310,-1.942152,0.000000
510,5.1000,0.210320,0.000000,1.956950,178.542796,349.399308,699.189486,0.261799,0.000000,-0.000000,-0.000000,-0.000000,0.679116,-1.956950,0.000000
520,5.2000,0.210619,0.000000,1.965889,178.380937,350.677166,699.171968,0.261799,0.000000,-0.000000,-0.000000,-0.000000,0.683190,-1.965889,0.000000
530,5.3000,0.210755,0.000000,1.970392,178.300783,351.322362,699.131758,0.261799,0.000000,-0.000000,-0.000000,-0.000000,0.685197,-1.970392,0.000000
540,5.4000,0.210824,0.000000,1.972673,178.260675,351.650108,699.117465,0.261799,0.000000,-0.000000,-0.000000,-0.000000,0.686215,-1.972673,0.000000
550,5.5000,0.210860,0.000000,1.973838,178.240437,351.817775,699.112643,0.261799,0.000000,-0.000000,-0.000000,-0.000000,0.686735,-1.973838,0.000000
560,5.6000,0.210878,0.000000,1.974443,178.229228,351.903432,699.108217,0.261799,0.000000,-0.000000,-0.000000,-0.000000,0.687005,-1.974443,0.000000
570,5.7000,0.210887,0.000000,1.974845,178.210818,351.938688,699.062149,0.261799,0.000000,-0.000000,-0.000000,-0.000000,0.687173,-1.974845,0.000000
580,5.8000,0.210886,0.000000,1.975521,178.123384,351.886530,700.315786,0.247949,0.000000,-0.000000,-0.000000,-0.000000,0.687406,-1.975521,0.000000
590,5.9000,0.210855,0.000000,1.979650,177.640787,351.666612,701.562633,0.218365,0.000000,-0.000000,-0.000000,-0.000000,0.688742,-1.979650,0.000000
600,6.0000,0.207755,-1.103210,1.957992,178.646131,349.787621,696.621891,0.194155,24.472352,0.007277,0.005559,0.002342,0.671191,-1.957992,0.033223
610,6.1000,0.205615,-1.336011,1.923339,179.671007,345.568268,695.434496,0.191394,29.716586,0.010104,0.007305,0.002720,0.652522,-1.923339,0.159104
620,6.2000,0.205287,-1.372757,1.921148,179.411416,344.675837,693.747895,0.190948,30.546557,0.010602,0.007608,0.002781,0.650737,-1.921148,0.294805
630,6.3000,0.202627,-1.193898,1.908888,180.099481,343.789659,687.704373,0.190091,26.655495,0.008007,0.005914,0.002333,0.638208,-1.908888,0.424805
640,6.4000,0.201318,-1.187253,1.886753,180.554393,340.661470,686.897745,0.189215,26.550661,0.007781,0.005736,0.002260,0.626731,-1.886753,0.543189
650,6.5000,0.200901,-1.201556,1.882246,180.415660,339.586615,685.544525,0.188833,26.884558,0.007920,0.005815,0.002270,0.623938,-1.882246,0.662656
660,6.6000,0.199354,-1.096672,1.882987,180.543069,339.960311,680.649856,0.188315,24.585299,0.006635,0.102403,0.002037,0.619378,-1.882987,0.779538
670,6.7000,0.198047,-1.065944,1.866413,180.821278,337.487127,678.930736,0.187557,23.935443,0.006198,0.093999,0.001934,0.609901,-1.866413,0.887027
680,6.8000,0.197460,-1.069074,1.857868,180.837919,335.972973,678.013709,0.187119,24.023296,0.006184,0.093853,0.001917,0.605309,-1.857868,0.993724
690,6.9000,0.197010,-1.054489,1.857586,180.680242,335.629052,676.008699,0.186871,23.708837,0.006014,0.090531,0.001881,0.603839,-1.857586,1.100695
700,7.0000,0.195654,-0.981501,1.857313,180.712863,335.640364,671.751703,0.186297,22.105057,0.005232,0.075581,0.001724,0.599595,-1.857313,1.201694
710,7.1000,0.194859,-0.969190,1.846194,180.782690,333.759834,670.623969,0.185792,21.849379,0.005060,0.072509,0.001676,0.593583,-1.846194,1.299102
720,7.2000,0.194398,-0.967422,1.840672,180.728212,332.661375,669.608350,0.185466,21.822020,0.005016,0.071751,0.001659,0.590407,-1.840672,1.395898
730,7.3000,0.193918,-0.945536,1.841364,180.610858,332.570378,667.566759,0.185236,21.341021,0.004800,0.067752,0.001613,0.589172,-1.841364,1.492352
740,7.4000,0.193009,-0.902947,1.843423,180.476244,332.694140,664.008475,0.184806,20.402761,0.004395,0.060415,0.001526,0.587064,-1.843423,1.584341
750,7.5000,0.192359,-0.889716,1.835765,180.441138,331.247497,662.667201,0.184405,20.119990,0.004246,0.057834,0.001486,0.582657,-1.835765,1.673925
760,7.6000,0.191911,-0.884279,1.830518,180.389445,330.206151,661.697935,0.184107,20.008129,0.004177,0.056661,0.001465,0.579640,-1.830518,1.762591
770,7.7000,0.191604,-0.878810,1.829210,180.252904,329.720438,660.413970,0.183909,19.891941,0.004120,0.055675,0.001450,0.578298,-1.829210,1.850895
780,7.8000,0.190914,-0.841420,1.834199,180.123262,330.381942,657.266099,0.183609,19.061876,0.003804,0.050127,0.001381,0.577788,-1.834199,1.936732
790,7.9000,0.190369,-0.827131,1.831284,179.946256,329.532742,655.264408,0.183284,18.750787,0.003671,0.047879,0.001346,0.575221,-1.831284,2.020148
800,8.0000,0.189904,-0.817864,1.825927,179.886016,328.458739,654.225039,0.182993,18.551347,0.003577,0.046335,0.001320,0.572139,-1.825927,2.102375
810,8.1000,0.189578,-0.813258,1.823105,179.786445,327.769498,653.213764,0.182776,18.454306,0.003529,0.045546,0.001305,0.570272,-1.823105,2.183914
820,8.2000,0.189210,-0.796950,1.824126,179.690185,327.777615,651.613581,0.182594,18.092451,0.003397,0.043333,0.001274,0.569486,-1.824126,2.264833
830,8.3000,0.188732,-0.778032,1.828146,179.471433,328.099905,648.977867,0.182342,17.673392,0.003252,0.040900,0.001240,0.569299,-1.828146,2.343430
840,8.4000,0.188309,-0.767157,1.825746,179.291625,327.340957,647.317817,0.182086,17.435451,0.003159,0.039397,0.001215,0.567277,-1.825746,2.420710
850,8.5000,0.187928,-0.758741,1.821892,179.204621,326.491509,646.293270,0.181850,17.252262,0.003084,0.038204,0.001193,0.564935,-1.821892,2.496995
860,8.6000,0.187643,-0.753866,1.819741,179.099565,325.914842,645.322682,0.181665,17.147416,0.003040,0.037509,0.001180,0.563413,-1.819741,2.572613
870,8.7000,0.187340,-0.741558,1.820454,179.005772,325.871813,643.981379,0.181507,16.873777,0.002948,0.036021,0.001157,0.562721,-1.820454,2.647660
880,8.8000,0.186967,-0.727307,1.824571,178.808944,326.249701,641.758570,0.181306,16.557105,0.002847,0.034403,0.001132,0.562871,-1.824571,2.720990
890,8.9000,0.186632,-0.718505,1.824123,178.585884,325.762587,640.028041,0.181102,16.363467,0.002780,0.033346,0.001114,0.561724,-1.824123,2.793312
900,9.0000,0.186298,-0.710127,1.821287,178.468778,325.042935,638.932928,0.180898,16.179305,0.002713,0.032314,0.001095,0.559848,-1.821287,2.864747
910,9.1000,0.186022,-0.704387,1.819159,178.368036,324.479894,638.006249,0.180724,16.053950,0.002667,0.031606,0.001081,0.558367,-1.819159,2.935465
920,9.2000,0.185803,-0.699603,1.818438,178.251671,324.139620,637.035603,0.180586,15.949204,0.002631,0.031044,0.001071,0.557489,-1.818438,3.005711
930,9.3000,0.185480,-0.684895,1.821747,178.159996,324.562407,635.404015,0.180426,15.620089,0.002533,0.029522,0.001046,0.557532,-1.821747,3.074906
940,9.4000,0.185219,-0.678164,1.823962,177.907186,324.495956,633.544250,0.180264,15.471561,0.002488,0.028829,0.001034,0.557422,-1.823962,3.143070
950,9.5000,0.184938,-0.670594,1.822894,177.727040,323.977585,632.209323,0.180094,15.304119,0.002434,0.028009,0.001018,0.556253,-1.822894,3.210532
960,9.6000,0.184668,-0.663789,1.820863,177.613676,323.410185,631.242119,0.179928,15.153844,0.002384,0.027266,0.001003,0.554820,-1.820863,3.277253
970,9.7000,0.184443,-0.659010,1.819536,177.507017,322.980475,630.367054,0.179785,15.048877,0.002349,0.026746,0.000993,0.553742,-1.819536,3.343389
980,9.8000,0.184237,-0.652748,1.819516,177.406633,322.794181,629.411309,0.179665,14.909667,0.002307,0.026117,0.000981,0.553116,-1.819516,3.409080
990,9.9000,0.183979,-0.642748,1.822744,177.298631,323.170011,627.966202,0.179526,14.685887,0.002245,0.025191,0.000964,0.553322,-1.822744,3.473788
1000,10.0000,0.183766,-0.637579,1.824648,177.058378,323.069182,626.347645,0.179392,14.571562,0.002213,0.024709,0.000955,0.553260,-1.824648,3.537824
1010,10.1000,0.183534,-0.631224,1.824138,176.878592,322.650885,625.112536,0.179251,14.430448,0.002171,0.024091,0.000943,0.552406,-1.824138,3.601286
1020,10.2000,0.183303,-0.625155,1.822704,176.758391,322.178255,624.180683,0.179109,14.295735,0.002129,0.023497,0.000930,0.551276,-1.822704,3.664110
1030,10.3000,0.183102,-0.620564,1.821659,176.652232,321.800202,623.351622,0.178983,14.194244,0.002098,0.023050,0.000920,0.550357,-1.821659,3.726395
1040,10.4000,0.182927,-0.616124,1.821422,176.547617,321.567762,622.513745,0.178875,14.095703,0.002070,0.022636,0.000912,0.549759,-1.821422,3.788274
1050,10.5000,0.182705,-0.607316,1.823912,176.475977,321.876700,621.378142,0.178757,13.897962,0.002018,0.021884,0.000898,0.549844,-1.823912,3.849414
1060,10.6000,0.182529,-0.603225,1.826202,176.264364,321.894345,619.950472,0.178644,13.807337,0.001995,0.021542,0.000891,0.550002,-1.826202,3.909950
1070,10.7000,0.182341,-0.598260,1.826728,176.064097,321.621152,618.689027,0.178528,13.696837,0.001964,0.021110,0.000882,0.549594,-1.826728,3.970046
1080,10.8000,0.182141,-0.592741,1.825935,175.924886,321.227370,617.726024,0.178406,13.573790,0.001930,0.020621,0.000871,0.548753,-1.825935,4.029608
1090,10.9000,0.181953,-0.587998,1.825013,175.815852,320.866146,616.915479,0.178290,13.468278,0.001900,0.020201,0.000862,0.547910,-1.825013,4.088648
1100,11.0000,0.181792,-0.584406,1.824520,175.710803,320.587955,616.155621,0.178187,13.388641,0.001877,0.019887,0.000854,0.547276,-1.824520,4.147268
1110,11.1000,0.181615,-0.577953,1.825321,175.638116,320.595880,615.313687,0.178090,13.243658,0.001840,0.019364,0.000843,0.546984,-1.825321,4.205464
1120,11.2000,0.181449,-0.573242,1.827804,175.524194,320.823777,614.239873,0.177990,13.138375,0.001815,0.019003,0.000836,0.547227,-1.827804,4.262992
1130,11.3000,0.181298,-0.569758,1.829471,175.316145,320.735805,612.974936,0.177892,13.060924,0.001795,0.018732,0.000830,0.547272,-1.829471,4.320157
1140,11.4000,0.181139,-0.565676,1.829739,175.135461,320.452170,611.904076,0.177793,12.969879,0.001772,0.018404,0.000823,0.546872,-1.829739,4.376938
1150,11.5000,0.181045,-0.567869,1.827024,174.882186,319.513977,611.133308,0.177704,13.021646,0.001780,0.018530,0.000824,0.545776,-1.827024,4.433472
1160,11.6000,0.181435,-0.609851,1.804702,173.553780,313.212846,610.574649,0.177731,13.977664,0.001997,0.021664,0.000878,0.540270,-1.804702,4.491725
1170,11.7000,0.182610,-0.698341,1.720015,168.600038,289.994537,607.936775,0.177985,15.982871,0.002436,0.028577,0.000972,0.518251,-1.720015,4.556845
1180,11.8000,0.183841,-0.749357,1.554245,157.715402,245.128320,597.900563,0.178297,17.124632,0.002515,0.030741,0.000957,0.471462,-1.554245,4.629832
1190,11.9000,0.184020,-0.676762,1.348820,140.708874,189.790904,571.612784,0.178373,15.462269,0.001821,0.021031,0.000752,0.409547,-1.348820,4.702442
1200,12.0000,0.183129,-0.524373,1.172247,120.524557,141.284514,520.666456,0.178166,11.993652,0.001006,0.010034,0.000501,0.354210,-1.172247,4.763079
1210,12.1000,0.181969,-0.377494,1.051167,101.302315,106.485656,453.414839,0.177920,8.646445,0.000513,0.004201,0.000319,0.315611,-1.051167,4.808288
1220,12.2000,0.181069,-0.273632,0.978418,85.721802,83.871787,389.616133,0.177778,6.274409,0.000281,0.001880,0.000213,0.292316,-0.978418,4.840703
1230,12.3000,0.180569,-0.209107,0.934838,73.945967,69.127537,339.679495,0.177765,4.797757,0.000176,0.000984,0.000154,0.278524,-0.934838,4.864752
1240,12.4000,0.180330,-0.168806,0.907882,65.222136,59.213992,303.422211,0.177825,3.874236,0.000124,0.000596,0.000121,0.270136,-0.907882,4.883585
1250,12.5000,0.180295,-0.144145,0.889699,58.697461,52.223064,277.577994,0.177931,3.308374,0.000097,0.000414,0.000101,0.264674,-0.889699,4.899199
1260,12.6000,0.180353,-0.127541,0.876162,53.716813,47.064625,258.827667,0.178055,2.927077,0.000080,0.000312,0.000088,0.260730,-0.876162,4.912780
1270,12.7000,0.180442,-0.115520,0.865809,49.869671,43.177629,244.975889,0.178181,2.650913,0.000069,0.000250,0.000079,0.257777,-0.865809,4.924929
1280,12.8000,0.180577,-0.107267,0.857385,46.851539,40.169807,234.575893,0.178310,2.461109,0.000062,0.000211,0.000073,0.255460,-0.857385,4.936062
1290,12.9000,0.180741,-0.101374,0.849877,44.431352,37.761172,226.538339,0.178441,2.325439,0.000057,0.000185,0.000068,0.253453,-0.849877,4.946496
1300,13.0000,0.180897,-0.096461,0.843130,42.467572,35.805689,220.168811,0.178569,2.212330,0.000053,0.000166,0.000064,0.251658,-0.843130,4.956395
1310,13.1000,0.181044,-0.092376,0.837225,40.869677,34.217124,215.084519,0.178690,2.118249,0.000049,0.000150,0.000061,0.250098,-0.837225,4.965838
1320,13.2000,0.181207,-0.089459,0.831833,39.553016,32.901492,210.985599,0.178812,2.050944,0.000047,0.000139,0.000059,0.248711,-0.831833,4.974927
1330,13.3000,0.181391,-0.087482,0.826482,38.439519,31.769575,207.574105,0.178936,2.005179,0.000046,0.000132,0.000058,0.247362,-0.826482,4.983774
1340,13.4000,0.181573,-0.085778,0.821068,37.478645,30.772521,204.631809,0.179060,1.965690,0.000044,0.000126,0.000056,0.245988,-0.821068,4.992441
1350,13.5000,0.181736,-0.084005,0.815813,36.646998,29.897089,202.064287,0.179179,1.924662,0.000043,0.000120,0.000055,0.244633,-0.815813,5.000935
1360,13.6000,0.181889,-0.082380,0.810840,35.926948,29.130994,199.833594,0.179293,1.887091,0.000041,0.000114,0.000054,0.243347,-0.810840,5.009256
1370,13.7000,0.182053,-0.081229,0.805963,35.291828,28.443893,197.872174,0.179408,1.860353,0.000040,0.000111,0.000053,0.242101,-0.805963,5.017435
1380,13.8000,0.182233,-0.080524,0.800882,34.711215,27.799597,196.074046,0.179525,1.843793,0.000040,0.000108,0.000052,0.240813,-0.800882,5.025522
1390,13.9000,0.182415,-0.079909,0.795487,34.164721,27.177594,194.349947,0.179642,1.829299,0.000039,0.000106,0.000051,0.239430,-0.795487,5.033546
1400,14.0000,0.182581,-0.079057,0.789928,33.647499,26.579113,192.671413,0.179756,1.809426,0.000038,0.000103,0.000051,0.237973,-0.789928,5.041499
1410,14.1000,0.182726,-0.077944,0.784441,33.162982,26.014393,191.059664,0.179864,1.783644,0.000037,0.000099,0.000050,0.236507,-0.784441,5.049353
1420,14.2000,0.182862,-0.076807,0.779117,32.711270,25.485909,189.537144,0.179968,1.757337,0.000037,0.000095,0.000049,0.235077,-0.779117,5.057092
1430,14.3000,0.183004,-0.075882,0.773848,32.283886,24.982812,188.090547,0.180072,1.735861,0.000036,0.000093,0.000048,0.233668,-0.773848,5.064727
1440,14.4000,0.183156,-0.075197,0.768443,31.867918,24.488693,186.674679,0.180177,1.719889,0.000035,0.000090,0.000047,0.232229,-0.768443,5.072281
1450,14.5000,0.183311,-0.074585,0.762801,31.453906,23.993059,185.244743,0.180281,1.705565,0.000035,0.000088,0.000046,0.230719,-0.762801,5.079772
1460,14.6000,0.183458,-0.073830,0.756975,31.040497,23.496879,183.785022,0.180383,1.687981,0.000034,0.000086,0.000046,0.229140,-0.756975,5.087196
1470,14.7000,0.183586,-0.072820,0.751134,30.633269,23.009696,182.314049,0.180481,1.664633,0.000033,0.000083,0.000045,0.227532,-0.751134,5.094534
1480,14.8000,0.183698,-0.071611,0.745444,30.239496,22.541853,180.867255,0.180574,1.636775,0.000032,0.000079,0.000044,0.225946,-0.745444,5.101759
1490,14.9000,0.183803,-0.070370,0.739969,29.862685,22.097454,179.471315,0.180663,1.608203,0.000031,0.000076,0.000043,0.224413,-0.739969,5.108861
