c	Rep	h	H_Pex	L_Pex	PP_Pex	Pmax	Pmin
0.139456	26.948588	1.560464	0.003958	0.056426	0.000778	0.362702	-1.233620
0.140655	25.442721	1.571980	0.003625	0.050198	0.000755	0.368590	-1.242955
0.141638	24.195503	1.586194	0.003365	0.045415	0.000736	0.374579	-1.254389
0.142471	23.047235	1.595337	0.003120	0.041055	0.000715	0.379005	-1.261790
0.143194	22.122098	1.607189	0.002935	0.037820	0.000700	0.383802	-1.271311
0.143831	21.254722	1.614925	0.002758	0.034802	0.000683	0.387406	-1.277562
0.144372	20.489539	1.624945	0.002609	0.032295	0.000668	0.391310	-1.285605
0.144885	19.825883	1.632337	0.002480	0.030179	0.000655	0.394521	-1.291560
0.145301	19.151550	1.640237	0.002350	0.028072	0.000640	0.397597	-1.297906
0.145723	18.633304	1.647691	0.002255	0.026554	0.000630	0.400590	-1.303891
0.146076	18.070191	1.653399	0.002148	0.024883	0.000616	0.402979	-1.308489
0.146410	17.619112	1.660833	0.002068	0.023638	0.000607	0.405739	-1.314445
0.146728	17.188257	1.666638	0.001991	0.022458	0.000597	0.408063	-1.319110
0.146988	16.724616	1.672288	0.001907	0.021192	0.000586	0.410191	-1.323644
0.147262	16.386183	1.678328	0.001850	0.020334	0.000578	0.412457	-1.328484
0.147514	16.031914	1.683259	0.001789	0.019429	0.000570	0.414394	-1.332444
0.147721	15.655128	1.688559	0.001723	0.018477	0.000560	0.416298	-1.336691
0.147943	15.375988	1.693691	0.001678	0.017813	0.000554	0.418207	-1.340802
0.148149	15.081668	1.698162	0.001628	0.017110	0.000546	0.419910	-1.344389
0.148318	14.761455	1.702794	0.001575	0.016348	0.000538	0.421549	-1.348099
0.148504	14.531522	1.707427	0.001538	0.015836	0.000532	0.423238	-1.351808
0.148675	14.282110	1.711628	0.001498	0.015276	0.000526	0.424781	-1.355174
0.148823	14.015561	1.715395	0.001454	0.014676	0.000518	0.426153	-1.358194
0.148977	13.813519	1.719944	0.001424	0.014250	0.000514	0.427735	-1.361831
0.149216	13.807468	1.719344	0.001425	0.014269	0.000515	0.428282	-1.361395
0.150384	15.364144	1.628517	0.001646	0.017566	0.000553	0.408862	-1.289561
0.151187	14.227589	1.339692	0.001191	0.012183	0.000427	0.338157	-1.060897
0.149880	8.729333	1.060991	0.000404	0.003089	0.000203	0.265480	-0.840148
0.148297	4.693729	0.922091	0.000130	0.000657	0.000093	0.228275	-0.730118
0.147429	2.879063	0.866877	0.000060	0.000210	0.000053	0.213345	-0.686384
0.147107	2.124156	0.842728	0.000038	0.000106	0.000038	0.206949	-0.667263
0.147043	1.783732	0.828268	0.000030	0.000072	0.000031	0.203311	-0.655819
0.147063	1.602185	0.816952	0.000026	0.000056	0.000027	0.200562	-0.646865
0.147110	1.491004	0.806549	0.000023	0.000048	0.000025	0.198073	-0.638634
0.147152	1.409690	0.796727	0.000021	0.000042	0.000024	0.195718	-0.630862
0.147211	1.356320	0.786923	0.000020	0.000038	0.000022	0.193389	-0.623104
0.147263	1.309651	0.776936	0.000019	0.000035	0.000021	0.191004	-0.615201
0.147314	1.270890	0.766935	0.000018	0.000033	0.000021	0.188612	-0.607286
0.147383	1.243657	0.756392	0.000018	0.000031	0.000020	0.186107	-0.598942
0.147434	1.209734	0.745465	0.000017	0.000029	0.000019	0.183484	-0.590294
0.147473	1.173181	0.734642	0.000016	0.000026	0.000018	0.180869	-0.581728
